artist_hotttnesss,artist_id,artist_name,artist_mbtags,artist_mbtags_count,bars_confidence,bars_start,beats_confidence,beats_start,duration,end_of_fade_in,familiarity,key,key_confidence,latitude,location,longitude,loudness,mode,mode_confidence,release_id,release_name,similar,song_hotttnesss,song_id,start_of_fade_out,tatums_confidence,tatums_start,tempo,terms,terms_freq,time_signature,time_signature_confidence,title,year
0.379671125,AROUOZZ1187B9ABE51,Willie Bobo,[],0.0,0.83,0.42182,0.83,0.42182,416.44363,0.0,0.588827101,1.0,0.587,40.79195,"New York, NY [Spanish Harlem]",-73.94512,-17.518,1,0.66,69254,Lost and Found,AR1N6N61187FB4E25E,0.255070002,SOLWWCO12A58A77015,407.789,0.39,0.42182,147.055,latin jazz,0.965406124,1.0,0.0,A Little Tear,0
0.557755675,AROSI8L1187B9ACD43,Ice Cube,['political rap'],1.0,0.018,0.92548,0.943,0.2952,276.03546,0.0,0.838816274,0.0,0.681,37.15735675013362,"Los Angeles, CA",-63.93335786851952,-2.98,1,0.359,109846,The Predator (World) (Explicit),ARZ5H0P1187B98A1DD,,SOVLDMX12A8C141DB5,272.625,1.0,0.2952,95.684,gangster rap,0.999925551,4.0,0.566,When Will They Shoot? (Explicit),0
0.507464243,ARWPYQI1187FB4D55A,Rick Astley,['uk'],1.0,0.011,0.366,1.0,0.366,184.55465,0.27,0.754917646,7.0,0.046,53.45644,"Newton-le-Willows, Merseyside, England",-2.63265,-8.7,1,0.336,279091,Portrait,ARCJMMQ1187B98D1FD,0.386790177,SOWCEQL12AF729E70C,173.099,0.491,0.366,86.971,dance pop,1.0,4.0,0.441,Close To You,2005
0.535763158,ARWA8AH1187FB3FC84,Hot Chip,['uk'],1.0,0.194,0.91046,0.835,0.02155,381.17832,0.0,0.852638932,7.0,0.455,51.50632,London,-0.12714,-6.36,1,0.528,291143,Made In The Dark,ARJK7JU1187FB4C3F3,0.693464248,SOFKTPP12A8C1385CA,377.295,1.0,0.02155,134.5,dance rock,0.999949859,4.0,0.477,Hold On,2008
0.384079784,AR7KQQ91187B98ED7A,Lollipop Lust Kill,[],0.0,0.05,1.5,0.307,0.30626,265.61261,0.0,0.575646718,10.0,0.058,37.15735675013362,Not available,-63.93335786851952,-5.145,0,0.158,622234,My So Called Knife,AR6HBHO1187B9A0BA6,0.494489518,SOWHSFS12AB0183B7D,253.301,0.316,0.30626,153.211,industrial metal,0.90599441,7.0,0.0,Bury You,2000
0.343389815,ARBXBQR1187FB56FA5,Bill Douglas,[],0.0,0.0,0.22406,0.946,0.22406,201.9522,0.184,0.489537503,5.0,0.29,37.15735675013362,Not available,-63.93335786851952,-13.214,1,0.575,540620,Universe One,ARUI8FT1187FB5AB13,,SOORSEW12A8C1375CB,195.39,0.6,0.07885,138.213,chamber jazz,1.0,4.0,0.0,Highland,1990
0.521726648,ARL3VGT1187FB40E8E,Los Fabulosos Cadillacs,['ska'],1.0,0.832,0.05817,0.832,0.05817,273.78893,0.328,0.774037142,4.0,0.285,-34.60852,Buenos Aires.,-58.37354,-10.27,0,0.27,509706,Vasos Vacios,ART6QCS1187FB40CBD,0.629493248,SONPKNE12AB0180390,269.903,0.414,0.05817,193.575,ska,1.0,1.0,0.0,Matador,1993
0.476389109,ARGBR4I1187B99D073,Mudhoney,['rock and indie'],1.0,0.013,0.36706,0.722,0.36706,211.87873,0.0,0.672680593,4.0,0.535,47.60356,"Seattle, WA",-122.32944,-4.309,0,0.674,632110,Live At El Sol,AR4SBWX1187FB4D6BE,0.497833215,SOPOHPD12AB017F153,207.778,0.38,0.1518,152.457,grunge,1.0,4.0,0.143,It Is Us,2006
0.36096096,ARDV4XV1187FB5A3F4,Apache Indian,[],0.0,0.116,1.39546,0.0,0.15127,273.18812,2.247,0.56335349,8.0,0.377,37.15735675013362,Not available,-63.93335786851952,-9.722,0,0.385,36169,The Best Of,AR1F7A61187B99F6EA,0.0,SOJITMV12A6D4F7A00,263.57,0.118,0.15127,95.986,dancehall,0.970909539,4.0,0.715,Badd Indian,1993
0.371449825,AR8WVQY1187FB3FA10,J. Karjalainen & Mustat Lasit,[],0.0,0.043,0.74432,0.241,0.74432,223.11138,0.0,0.499157418,2.0,0.826,37.15735675013362,Not available,-63.93335786851952,-7.242,0,0.718,131969,Lumipallo,ARJEY4N1187FB56FDF,,SOPMEON12A81C1FDB9,217.316,0.577,0.42163,94.18,suomi rock,0.782757687,4.0,0.767,Keinu Kanssani (2003 Digital Remaster),0
0.367869339,AR4NREB1187B9AEDAC,Mink DeVille,['classic pop and rock'],1.0,0.055,1.11938,0.843,0.49919,166.03383,0.462,0.546460288,9.0,0.12,40.71455,"New York, NY",-74.00712,-13.589,0,0.203,813922,Cabretta,ARDWGUT1187B9A445B,,SOGHNTC12AB0188168,161.634,0.67,0.49919,109.057,blues-rock,0.981095523,4.0,0.0,She's So Tough,1977
0.475085634,ARO3SS31187FB3729C,GWAR,[],0.0,0.036,0.54911,0.763,0.25205,261.79873,0.357,0.687023631,8.0,0.01,37.15735675013362,Antarctica,-63.93335786851952,-7.51,1,0.235,560618,Ragnarock,AR5Z3L01187B99C5A9,0.454192988,SORGVTY12AB018349A,258.664,0.528,0.10464,200.199,comedy rock,0.932965478,4.0,0.318,Surf of Syn,1995
0.650665868,ARQRQRA12131B4B5A8,Cake,['college rock'],1.0,0.235,0.86581,0.759,0.23511,210.07628,0.194,0.794331285,2.0,0.179,37.15735675013362,Not available,-63.93335786851952,-8.522,1,0.339,296611,Prolonging the Magic,ARXDFN01187B9AE80E,,SOLUABP12AF72A2CD2,202.879,0.367,0.07803,189.616,post-grunge,1.0,4.0,0.461,Alpha Beta Parking Lot,1998
0.546545162,AR7GUNF1187B990CCF,Between The Buried And Me,['metal'],1.0,0.005,1.33239,0.992,0.23871,325.11955,0.479,0.840590438,6.0,0.491,35.2225,"Charlotte, NC",-80.83754,-5.094,1,0.395,128139,The Anatomy Of,ARMAC4T1187FB3FA4C,0.588385844,SOCKCXC12A6D4FD052,308.297,0.766,0.23871,126.773,alternative metal,0.948459133,4.0,0.57,Geek USA (Album Version),2006
0.279976025,ARRPFCU1187FB5402E,Oldelaf et Monsieur D,[],0.0,0.094,0.54787,0.827,0.16854,296.93342,0.125,0.360521012,2.0,0.202,37.15735675013362,Not available,-63.93335786851952,-7.817,1,0.28,524019,"DerniA""re Chance d'Aatre disque d'or (Edition SpA(c)ciale: nouvel album + best of 5 titres)",ARVEJ9M1187FB4DC44,,SOGEONB12A8C1429C7,293.355,0.881,0.16854,145.323,los angeles,0.831470078,4.0,0.692,La fAate A  la prison,2009
0.522277897,AR8ZQ9T1187FB56FE5,Goldfinger,[],0.0,0.056,0.55324,1.0,0.1946,204.25098,0.142,0.729149441,7.0,0.414,37.15735675013362,"Miami, Florida",-63.93335786851952,-5.145,1,0.481,300031,Stomping Ground,ARG8DXO1187B9AF743,0.651523157,SOGOBGK12AF72A633B,197.277,0.923,0.1946,168.459,ska punk,0.947783812,4.0,0.382,Forgiveness,0
0.449423635,AR2P71H1187B9B8C00,Kool Savas,[],0.0,0.089,2.03433,0.0,0.24719,77.94893,0.0,0.603382768,6.0,0.084,37.15735675013362,DE,-63.93335786851952,-5.0,0,0.339,407754,Die besten Tage sind gezA$?hlt,AR4FFOE1187FB39FD0,0.355285536,SOQNZJZ12AB01823AE,77.949,0.16,0.24719,117.996,garage rock,1.0,5.0,1.0,Keiner auAer uns,0
0.503151606,ARXPE571187FB4AFD0,Rickie Lee Jones,['classic pop and rock'],1.0,0.445,0.25073,0.36,0.25073,291.57832,0.102,0.670615396,7.0,0.559,37.15735675013362,"Chicago, IL",-63.93335786851952,-19.544,1,0.444,47592,Flying Cowboys,ARDW5AW1187FB55708,0.469712431,SOAGJGA12A6D4F980C,280.143,0.326,0.09201,189.524,folk rock,0.989622403,4.0,0.0,Love Is Gonna Bring Us Back Alive,1989
0.580013183,ARAIABB1187B9AC6E2,Seal,['british'],2.0,0.24,0.89588,0.0,0.24255,279.74485,0.681,0.567313224,4.0,0.378,37.15735675013362,"Paddington, London, England",-63.93335786851952,-9.86,0,0.406,7315,Killer,ARG5N201187FB570F1,0.22154866,SOBJLED12A8C14108C,263.25,0.362,0.0766,187.566,dance pop,1.0,4.0,0.57,Whirlpool [Live],0
0.373060493,AROGAPH1187B98CF9C,BA(c)nabar,['french'],2.0,0.009,0.29811,0.985,0.29811,188.94322,0.241,0.609294155,4.0,0.438,37.15735675013362,Not available,-63.93335786851952,-9.224,0,0.313,307644,Reprise Des NA(c)gociations,ARVEJ9M1187FB4DC44,0.54287719,SOMFNPC12A8C13E5FE,180.303,0.838,0.06925,134.552,chanson,1.0,4.0,0.359,Tu Peux Compter Sur Moi,2005
0.523699078,ARDGB6U1187FB3AD07,Eurythmics,['british'],2.0,0.03,0.88182,0.0,0.42916,269.94893,5.358,0.75100762,5.0,0.412,51.50632,"London, England",-0.12714,-4.357,0,0.398,278992,Revenge,ARGE7G11187FB37E05,0.730009843,SODJUSQ12A8AE486C6,250.955,0.015,0.20462,124.973,dance rock,0.947914829,4.0,0.177,Missionary Man,1986
0.612067268,AR65K7A1187FB4DAA4,BeyoncA(c),['hip hop rnb and dance hall'],1.0,0.165,0.41101,1.0,0.41101,260.20526,0.375,0.889460725,5.0,0.041,37.15735675013362,Not available,-63.93335786851952,-6.259,0,0.415,287352,Dangerously In Love,ART4QZC1187FB51612,0.667279494,SORLLRN12A58A7F1EE,249.388,1.0,0.41101,149.913,hip hop,0.999154774,4.0,1.0,Be With You,2003
0.398727123,AR8PL5L1187FB37A10,A Perfect Murder,[],0.0,0.712,0.25712,0.712,0.25712,202.23955,0.0,0.607919978,4.0,0.0,37.27188,CA,-119.27023,-5.099,0,0.0,128149,War Of Aggression,ARG9E8O1187B99AB4F,0.525497119,SOEVQPU12A6D4FCC09,199.059,0.408,0.25712,146.013,groove metal,0.957499081,1.0,0.075,Within (Album Version),2007
0.294986617,ARI648V1187B9B5379,Michael Stanley Band,[],0.0,0.275,0.69746,0.774,0.29732,218.40934,0.195,0.44276965,9.0,0.527,37.15735675013362,Not available,-63.93335786851952,-9.71,1,0.446,531846,Heartland,ARMXJIZ1187FB4D8A0,0.265861049,SOJCIPT12AB0181305,195.408,0.551,0.09675,150.799,heartland rock,0.833322838,4.0,0.0,Don't Stop The Music,1980
0.564855751,ARCP94M1187B9B0F56,Every Time I Die,[],0.0,0.038,1.10781,0.765,0.46283,148.92363,0.078,0.842423318,9.0,0.489,42.88544,"Buffalo, New York",-78.87846,-4.912,1,0.456,124764,The Big Dirty,ARX08ZS1187B9A814B,0.635164598,SOZPBWN12A58A7C3C4,146.588,0.539,0.14282,95.611,alternative metal,1.0,4.0,0.335,Depressionista,2007
0.381044109,ARJ7VKJ1187B98BA4B,Lifer,[],0.0,0.081,1.3005,1.0,0.14643,228.62322,0.078,0.491458521,5.0,0.056,37.15735675013362,"Wilkes Barre, PA",-63.93335786851952,-4.739,1,0.835,25133,Lifer,AR584781187FB3BAE8,0.631600818,SOMRGMY12A6D4F93A8,215.911,0.461,0.14643,104.587,nu metal,0.938210395,4.0,0.711,Boring,2001
0.555414576,AR7Y6JX1187FB4D9B3,Bad Brains,['punk'],1.0,0.901,0.18823,0.901,0.18823,119.71873,0.118,0.726298027,5.0,0.865,37.15735675013362,"Washington, D.C.",-63.93335786851952,-10.19,0,0.745,160699,Rock For Light,AR364FV1187B9AE1B8,,SOSFKCZ12AF72A3C24,119.719,0.35,0.18823,127.191,hardcore punk,0.920537438,1.0,0.0,Riot Squad (1991 Digital Remaster),1983
0.385425325,ARDIP5S1187FB57056,Diamond D,[],0.0,0.009,2.00058,0.528,2.00058,52.79302,2.479,0.605762457,1.0,0.521,27.9758,Florida,-81.54106,-13.149,1,0.522,84466,Diamond,ARM2EJV1187B98EA13,0.720274943,SOHHVXI12A6D4F69E3,48.03,0.203,2.00058,146.852,hip hop,1.0,3.0,0.347,Intro,1997
0.653897217,AR8V1WA1187B9AD9E9,The White Stripes,['indie rock'],2.0,0.329,0.77947,0.346,0.29936,274.59873,0.0,0.878811344,7.0,0.791,42.33168,Nashville / Los Angeles,-83.04792,-6.209,1,0.593,105985,Icky Thump,AR6NYHH1187B9BA128,0.707668305,SOFAQLG12A8C13AC04,255.779,0.606,0.29936,131.279,blues-rock,0.939101413,4.0,0.943,Im Slowly Turning Into You,2007
0.0,ARK3KQ41187B9A64F0,Ndala Kasheba,[],0.0,0.13,1.33882,0.536,0.36423,414.1971,0.084,0.283933225,7.0,0.968,-6.36821,Tanzania,34.88519,-4.017,1,0.704,685357,African Grooves Vol.26,ARNLOX91187B990BFC,,SOSLCNE12AB018566F,405.496,0.634,0.11563,120.039,soukous,1.0,4.0,0.686,Marashi Ya Pemba,0
0.326235946,AR5BLB01187FB57E99,Headliners,[],0.0,0.175,0.50239,0.897,0.14845,216.89424,0.27,0.530631077,9.0,0.712,37.15735675013362,Not available,-63.93335786851952,-5.893,1,0.556,35097,Sag Ihnen Bescheid,ARULHKI1187B996D8C,0.638227964,SOOTRFL12A6D4F5428,207.981,0.308,0.14845,160.158,hard house,1.0,4.0,0.835,Sag Ihnen Bescheid,2005
0.472748273,ARYECDK1187FB45587,The Stranglers,['new wave'],2.0,1.0,0.11047,1.0,0.11047,217.96526,0.073,0.719313234,4.0,0.646,37.15735675013362,Not available,-63.93335786851952,-10.011,1,0.352,587,La Folie,ARU3XD61187B9A1A67,0.581493637,SOHJRZY12A63110838,204.138,1.0,0.11047,107.657,pop rock,0.999512316,1.0,0.0,It Only Takes Two To Tango,1981
0.309139498,ARHDHOX122988F500E,Hot Club Of Detroit,[],0.0,0.183,1.07555,0.599,0.52868,309.96853,0.169,0.475457701,4.0,0.629,37.15735675013362,Not available,-63.93335786851952,-12.469,1,0.365,705863,Smooth Jazz Journey - Third Edition,AR656BL1187B98F7C8,,SOQTSEB12AB01884A0,300.513,0.573,0.25255,110.19,gypsy jazz,1.0,4.0,1.0,Night Time,0
0.590449277,AROBHK51187B9AD82B,Funeral For A Friend,['rock and indie'],1.0,0.037,1.11617,0.653,0.54883,261.14567,0.752,0.851073009,8.0,0.847,37.15735675013362,Wales,-63.93335786851952,-14.957,0,0.723,85625,Tales Don't Tell Themselves,ARWR6RK1187FB3AB52,0.496175336,SOCNGFJ12A6D4F6DFD,228.595,1.0,0.16673,105.324,post-hardcore,0.999214993,4.0,0.377,Crash And Burn [Home Demo],2007
0.542054632,ARF84A41187B9A34E7,Rancid,[],0.0,0.226,0.88759,0.791,0.2641,113.47546,0.214,0.850728266,8.0,0.346,37.87869,"Bay Area, CA",-121.94345,-3.761,1,0.5,104787,Life Won't Wait,ARD2NDU1187B99B615,0.616797019,SOHLRVJ12A8C13A9A2,113.475,0.475,0.2641,190.922,ska punk,1.0,3.0,0.167,Black Lung (Album Version),0
0.5457307,ARAKARO1187B9A1EB6,George Michael,['british'],2.0,0.165,1.06519,0.623,0.59628,281.33832,0.317,0.803105473,10.0,0.965,51.50632,"London, England",-0.12714,-8.183,1,0.64,482768,Ladies And Gentlemen... The Best Of George Michael,ARR57MZ1187FB5C275,,SOJRJDG12AF72A7B93,271.65,0.714,0.36005,127.844,rock,1.0,4.0,0.675,Praying For Time,1990
0.364914035,AR32ETX1187B9A792F,The Vaughan Brothers;Stevie Ray Vaughan;Jimmy Vaughan,[],0.0,0.165,0.62811,0.808,0.11778,208.48281,0.09,0.585514007,8.0,0.588,37.15735675013362,Not available,-63.93335786851952,-8.066,1,0.499,287254,The Essential Stevie Ray Vaughan And Double Trouble,ART3O5Z1187B9AB043,0.780157224,SOTNNLV12A8C1344BF,197.23,1.0,0.11778,117.947,blues-rock,0.983709336,4.0,1.0,Telephone Song,1990
0.348630142,ARX14WH1187FB50649,Babe Ruth,['uk'],1.0,0.692,0.82639,0.0,0.24602,365.16526,21.966,0.545165441,4.0,0.471,51.76102,"Hatfield, Hertfordshire, England",-0.23396,-8.351,1,0.176,360812,Babe Ruth,ARWI0HO1187FB5311E,0.0,SOZIGEW12AB0183C28,356.531,0.184,0.24602,111.315,neo-progressive,0.966574618,4.0,0.0,Dancer (2007 Digital Remaster),1975
0.62220896,ARNZ70R1187B9A4824,Joe Satriani,['hard rock'],1.0,0.351,0.06639,0.863,0.06639,469.60281,0.0,0.705876402,4.0,0.467,37.15735675013362,"Westbury, Long Island, NY",-63.93335786851952,-10.256,0,0.397,281447,Time Machine,ARWVYIM11F4C8411E4,,SOMCIIM12A8AE49622,459.169,0.429,0.06639,100.171,instrumental rock,1.0,3.0,0.499,Echo,1987
0.522277897,AR8ZQ9T1187FB56FE5,Goldfinger,[],0.0,0.131,0.72032,0.0,0.05412,128.49587,0.461,0.729149441,7.0,0.394,37.15735675013362,"Miami, Florida",-63.93335786851952,-4.625,1,0.514,300031,Stomping Ground,ARG8DXO1187B9AF743,0.604788516,SOHJYGD12A8C13CF7F,128.496,0.248,0.05412,185.409,ska punk,0.947783812,4.0,0.225,I'm Down,0
0.37537482,ARA82JG1187FB36131,Charlie Haden & Chris Anderson,['jazz and blues'],1.0,0.575,1.4042,0.737,0.37276,412.21179,0.293,0.618296844,2.0,0.156,40.76596,"Shenandoah, IA",-95.3756,-28.346,0,0.293,113410,None But The Lonely Heart,ARX08S91187FB3FF2A,0.265861049,SOXVMXO12A8C13EAFA,402.808,0.312,0.37276,115.007,free jazz,0.925815466,4.0,0.578,Alone Together,0
0.359662997,ARUW6HS1187FB3F028,Rokia TraorA(c),['world'],1.0,0.118,0.05265,0.842,0.05265,340.50567,0.428,0.580367095,7.0,0.339,37.15735675013362,Not available,-63.93335786851952,-13.807,1,0.404,396352,Wanita,ARKDRUN1187B9B8A4D,0.405115722,SOIRHHH12AB01807F0,329.59,0.734,0.05265,96.311,afrobeat,0.957436985,4.0,0.484,ChAC/teau de sable,2000
0.71366982,ARM7EDF1187B9B3FA1,Guns N' Roses,['hard rock'],3.0,0.061,1.37814,0.0,0.35191,524.87791,0.708,0.844085061,1.0,0.63,37.15735675013362,Not available,-63.93335786851952,-7.219,1,0.405,15638,Use Your Illusion II,ARE8GLF1187FB52532,0.701040475,SOIHJSD12A6701EB04,500.018,0.508,0.10066,118.101,heavy metal,0.938552196,4.0,0.596,Locomotive (Complicity),1991
0.333770845,ARTK5LU1187B9A654C,Michael Gettel,[],0.0,0.619,0.96896,0.58,0.36636,330.97098,2.148,0.510660236,7.0,0.369,37.15735675013362,Not available,-63.93335786851952,-16.934,1,0.406,150863,San Juan Suite/San Juan Suite II: Narada Classics,AREE9XF1187FB4060A,0.265861049,SOMLFVN12A8C136135,315.902,0.136,0.06135,101.529,chamber jazz,0.960316306,4.0,0.406,Safe Passage,1996
0.497050959,ARLR9U31187B9A71AD,The Stooges,['classic pop and rock'],1.0,0.172,1.30661,1.0,0.04987,169.66485,0.199,0.732603394,11.0,0.755,42.32807,"Ann Arbor, MI",-83.7336,-3.968,0,0.557,21200,The Stooges [Deluxe Edition],ARE8GLF1187FB52532,0.651303726,SOBCTDP12A6D4F7602,156.636,0.45,0.04987,148.458,experimental rock,0.840760794,5.0,0.444,Not Right (Remastered LP Version),0
0.447206657,ARR5CEB1187FB5A3FF,Restless Heart,[],0.0,0.005,0.47119,1.0,0.47119,210.46812,0.421,0.632779016,9.0,0.568,37.15735675013362,Not available,-63.93335786851952,-13.644,1,0.53,297013,Greatest Hits,ARPY3PZ1187FB45623,,SOXAOIN12A8C138D34,191.402,0.771,0.47119,114.382,country rock,1.0,4.0,0.0,That Rock Won't Roll,1986
0.479204558,AR87K371187FB5AA8E,Uriah Heep,['british'],5.0,0.21,2.15858,0.461,1.20982,212.84526,0.0,0.673238691,4.0,0.309,37.15735675013362,"London, England",-63.93335786851952,-4.014,1,0.188,265303,Wake The Sleeper,ARA9UZY1187B99A684,0.50111684,SOIGNJY12A8C13AE1A,209.032,0.457,1.20982,127.962,heavy metal,0.988033491,3.0,0.161,Wake The Sleeper,2008
0.319980033,ARSBZSV1187B989B86,Stress Assassin,[],0.0,0.248,2.37238,0.339,0.08699,229.53751,0.0,0.422386809,0.0,0.0,37.15735675013362,Not available,-63.93335786851952,-11.957,1,0.0,701622,Carrier Track,ARZPSGI1187B9994D3,0.212045406,SODIRMS12A8C140C52,219.777,0.234,0.08699,163.725,dub,1.0,7.0,0.365,EU A4,2003
0.404157671,ART1R9I1187B9B3324,Margaret Becker,[],0.0,0.12,0.54033,0.0,0.14016,261.04118,0.694,0.541917737,9.0,0.757,37.15735675013362,Not available,-63.93335786851952,-9.803,1,0.677,484161,The Reckoning,AREVQ7D1187FB4371B,,SOAZRCH12AB017A84D,247.716,0.429,0.14016,149.916,ccm,0.992023155,4.0,0.411,Start The Fire,1989
0.386630837,ARJRQL51187FB541AB,Juan Carlos Baglietto,[],0.0,0.124,0.75255,0.661,0.15799,220.99546,0.286,0.540881349,2.0,0.689,37.15735675013362,Not available,-63.93335786851952,-13.743,1,0.644,159947,Modelo Para Armar,ARV4TAT1187FB3BDE8,0.0,SOQRFVZ12A8C13A4C6,213.357,0.0,0.15799,100.855,tango,1.0,4.0,1.0,Salzanitos,0
0.531411752,AR7ZI7Z1187B98BF55,Mago de Oz,[],0.0,0.121,1.19895,0.775,0.54893,380.682,0.177,0.629751605,2.0,0.184,37.15735675013362,Not available,-63.93335786851952,-7.736,1,0.476,130398,Gaia II,ARKVEGQ1187FB3955F,0.679686055,SOKNFFM12A81C216F3,341.769,0.738,0.22585,110.255,folk rock,0.985827462,5.0,0.679,Desde mi cielo,2005
0.433728781,ARATR0U1187B9B76D0,Dead To Me,[],0.0,0.049,0.13299,1.0,0.13299,145.55383,0.259,0.710531388,4.0,0.518,37.15735675013362,"San Francisco, CA",-63.93335786851952,-5.603,1,0.501,557792,Cuban Ballerina,ARVYM3Y1187B99D1B3,,SOFMQDK12AF729D3C8,136.661,0.568,0.13299,201.123,skate punk,0.949382518,4.0,0.0,Don't Lie,2006
0.405596195,ARYYTAY1187B9B5F9D,Paloalto,[],0.0,0.167,2.80285,0.446,2.01153,289.59302,8.702,0.567875031,4.0,0.725,37.15735675013362,"Los Angeles, CA",-63.93335786851952,-5.247,0,0.698,25453,Heroes And Villains,AR4HNHL1187FB40D85,0.425304242,SOKEBYL12A6D4F6FBF,264.202,0.124,1.81123,152.0,post-grunge,1.0,4.0,1.0,Seed,0
0.404157671,ART1R9I1187B9B3324,Margaret Becker,[],0.0,0.439,1.04828,0.939,0.39822,192.62649,0.34,0.541917737,0.0,0.721,37.15735675013362,Not available,-63.93335786851952,-17.471,1,0.722,148128,Immigrant's Daughter,AREVQ7D1187FB4371B,,SOCLAFZ12AF72A6D7F,174.347,0.424,0.39822,96.848,ccm,0.992023155,3.0,0.889,Stay Close To Me,0
0.0,AROYBLU1187B99A255,Jarvis Church,[],0.0,0.2,0.48774,0.912,0.48774,231.73179,0.235,0.439972782,8.0,0.692,37.15735675013362,Not available,-63.93335786851952,-5.659,1,0.72,314190,The Long Way Home,ARAOYXM1187FB524F6,0.0,SODMLAB12A8C1441D2,229.262,0.269,0.25407,119.976,r&b,0.779895505,4.0,1.0,So Beautiful,0
0.276445884,ARWWDSC1269FCD4D06,"MinistA""re des Affaires Populaires",[],0.0,0.864,0.22119,0.864,0.22119,140.12036,0.432,0.360054623,2.0,0.686,37.15735675013362,Not available,-63.93335786851952,-16.165,1,0.664,490203,Debout lA  d'dans,ARVEJ9M1187FB4DC44,,SOTURND12AB0183FF9,137.741,0.51,0.22119,66.963,musette,0.898537309,1.0,0.47,Bagdad by night,0
0.37246298,ARO0R521187B98A2D1,2 Minutos,[],0.0,0.991,0.27578,0.991,0.27578,88.58077,0.0,0.591846288,5.0,0.083,37.15735675013362,Not available,-63.93335786851952,-3.211,1,0.118,211112,Un Mundo De Sensaciones,AR68A0X1187FB36164,0.372530039,SOSSUGT12A8C138F9F,84.184,0.447,0.27578,203.994,skate punk,0.882294682,1.0,0.0,Rompan Todo,2006
0.498668875,ARD5K161187B9AC784,Orbital,['british'],3.0,0.004,1.46388,0.501,0.47162,192.20853,0.0,0.693009204,5.0,0.352,51.27562,"Sevenoaks, United Kingdom",0.17898,-6.924,0,0.49,212480,Halcyon - The Platinum Collection,ARYPTWE1187FB49D64,0.615654845,SOXHSTL12A8C13B5A6,188.801,0.228,0.22355,120.938,techno,1.0,4.0,1.0,Chime (edit),1990
0.4104772,ARFKYG51187FB4CE41,April Wine,[],0.0,0.486,0.86109,0.486,0.86109,179.04281,0.0,0.656759788,2.0,0.983,44.64616,"Halifax, Nova Scotia, Canada",-63.57392,-13.666,1,0.822,25564,Harder Faster,ARMXJIZ1187FB4D8A0,0.754716332,SOXAUYW12A6D4F7DAB,171.642,0.855,0.68103,166.036,pop rock,0.957625745,1.0,0.0,Say Hello,1979
0.344540601,AR19GQN1187FB3ACF5,The Bucketheads,['pop and chart'],1.0,0.001,1.3735,1.0,0.39845,383.16363,0.357,0.563845985,1.0,0.459,40.71455,"New York, NY",-74.00712,-16.486,1,0.69,28356,All In The Mind,ARUD74H1187FB5B3DF,0.265861049,SOWWEWC12A6D4F8A87,379.246,0.98,0.14871,121.896,vocal house,1.0,4.0,0.911,Little Louie Bonus,1995
0.531303319,ARASYMJ1187B9ACAF2,Whitesnake,['british'],3.0,0.049,0.58701,0.67,0.10336,252.08118,0.514,0.822432829,11.0,0.672,51.50632,"London, England",-0.12714,-8.706,0,0.63,53181,Best Of Whitesnake,ARR3GSP1187B9AD4C4,0.270775999,SOGEQKA12A6D4FA27C,234.887,0.149,0.10336,125.022,blues-rock,0.94748667,4.0,0.24,Love Ain't No Stranger (2003 Digital Remaster),2003
0.457611174,AROJAG11187B9B71A3,The Chap,['classic pop and rock'],1.0,0.029,1.34947,0.815,0.5023,170.05669,0.0,0.612657824,9.0,0.326,51.50632,London,-0.12714,-9.502,1,0.479,160998,Lo Compilation Mix By Susumu Yokota,ARW87QD1187FB48DDB,0.270775999,SOBJOLG12A8C13CC69,170.057,0.921,0.5023,72.073,future jazz,0.910049664,4.0,1.0,We Are Not Impartial,2006
0.385878058,ARHOCKY11E2835D7CB,MA!ire Brennan,[],0.0,0.189,2.04266,0.0,0.63055,244.74077,2.554,0.576053723,0.0,0.304,37.15735675013362,Not available,-63.93335786851952,-12.121,1,0.561,297303,Maire,AR1UUWB1187B997F2F,0.613045836,SOODNBV12A8C139FC7,216.874,0.315,0.1592,84.826,irish folk,0.911156031,5.0,0.74,Atlantic Shore,0
0.528302262,AREHK7O1187B9ADDD7,The Cardigans,['swedish'],2.0,0.023,3.23782,0.57,3.23782,296.85506,19.336,0.749876367,3.0,0.0,37.15735675013362,"Ji?1/2ping, Sweden",-63.93335786851952,-6.966,1,0.0,14421,Gran Turismo,ARFNTFF1187FB38AB5,0.717391634,SOJCBAM12A6701FD04,290.482,0.038,3.23782,145.271,twee pop,0.946316111,4.0,0.735,Paralyzed,1998
0.572027854,AR2XI6G1187B9AE7DA,Fat Joe,['hip hop rnb and dance hall'],1.0,0.054,0.77127,0.874,0.18214,211.59138,0.142,0.822908534,5.0,0.246,37.15735675013362,"Bronx, NY",-63.93335786851952,-7.239,1,0.371,12757,All Or Nothing,ARLUNSX11F50C4FD4B,,SOLYAFD12A6702090E,190.769,1.0,0.18214,100.783,gangster rap,0.949342927,4.0,1.0,Get It Poppin' [Featuring Nelly]  (Album Version - Exp. Version) [Serban Main 4/20/05],2005
0.344721111,ARHT0B11187B993CB3,Eddy Raven,['american'],1.0,0.692,0.56471,0.692,0.56471,204.85179,0.0,0.464994319,5.0,0.92,30.22032,"Lafayette, LA",-92.01705,-11.14,1,0.658,87397,LIVE IN CONCERT,ARLWR721187B9A03C9,,SOLKBKQ12A8C13400C,204.852,0.554,0.34295,133.428,zydeco,1.0,1.0,0.061,I WANNA HEAR IT FROM YOU,1995
